location_code,latitude,longitude,depth,sampleid,time,temp,air_temp,chl_volume_filtered,chl1,avg_chloro,phaeo1,avg_phaeo,phosphate,silicate,nitrite,nitrite_nitrate,ammonium,nitrate,da_volume_filtered,pda,volume_settled_for_counting,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,other_diatoms,other_dinoflagellates,total_phytoplankton,sample_date,week_start,year,month
SW,34.408043,-119.68485,1.0,20200113.0,2020-01-13 16:30:00+00:00,14.8,10.4,188.0,2.462,2.462,0.747,0.747,0.278,4.203,0.0,0.0,1.298,0.0,188.0,0.0,50.0,140.0,2900.0,0.0,1300.0,15780.0,1160.0,720.0,580.0,0.0,0.0,8110.0,8690.0,39380.0,2020-01-13,2020-01-13,2020,1
SW,34.408043,-119.68485,1.0,20200120.0,2020-01-20 17:45:00+00:00,14.8,15.4,188.0,0.377,0.377,0.496,0.496,0.46,3.767,0.0,0.585,168.272,0.585,188.0,0.0,50.0,0.0,0.0,140.0,140.0,1740.0,2750.0,140.0,140.0,0.0,0.0,8690.0,1450.0,15190.0,2020-01-20,2020-01-20,2020,1
SW,34.408043,-119.68485,1.0,20200127.0,2020-01-27 16:30:00+00:00,15.8,19.7,188.0,1.697,1.697,0.578,0.578,0.291,3.322,0.0,0.0,12.249,0.0,188.0,0.0,50.0,0.0,0.0,140.0,140.0,5500.0,0.0,870.0,290.0,1740.0,0.0,5930.0,2320.0,16930.0,2020-01-27,2020-01-27,2020,1
SW,34.408043,-119.68485,1.0,20200203.0,2020-02-03 17:00:00+00:00,14.8,10.6,188.0,0.545,0.545,0.628,0.628,0.663,6.062,0.0,0.696,16.423,0.696,188.0,0.0,50.0,0.0,0.0,0.0,0.0,1010.0,9990.0,870.0,0.0,0.0,0.0,10860.0,580.0,23310.0,2020-02-03,2020-02-03,2020,2
SW,34.408043,-119.68485,1.0,20200210.0,2020-02-10 15:30:00+00:00,14.7,16.17,188.0,1.522,1.522,1.313,1.313,0.23,3.527,0.0,0.0,6.068,0.0,188.0,0.0,50.0,0.0,0.0,0.0,0.0,1880.0,140.0,16360.0,870.0,0.0,0.0,627.0,2.0,19879.0,2020-02-10,2020-02-10,2020,2
SW,34.408043,-119.68485,1.0,20200217.0,2020-02-17 17:30:00+00:00,15.3,16.1,188.0,0.722,0.722,0.383,0.383,0.217,2.52,0.0,0.0,14.833,0.0,188.0,0.0,50.0,0.0,0.0,0.0,0.0,4340.0,33870.0,3180.0,580.0,0.0,0.0,133170.0,1160.0,176300.0,2020-02-17,2020-02-17,2020,2
SW,34.408043,-119.68485,1.0,20200224.0,2020-02-24 15:15:00+00:00,15.6,11.5,188.0,0.96,0.96,0.466,0.466,0.257,3.272,0.0,0.0,3.218,0.0,188.0,0.0,50.0,0.0,0.0,580.0,0.0,6660.0,2030.0,4050.0,870.0,0.0,0.0,19690.0,3760.0,37640.0,2020-02-24,2020-02-24,2020,2
SW,34.408043,-119.68485,1.0,20200303.0,2020-03-03 16:00:00+00:00,14.2,15.9,188.0,0.525,0.525,0.547,0.547,0.691,5.655,0.0,0.623,7.224,0.623,188.0,0.0,50.0,0.0,0.0,870.0,0.0,580.0,2900.0,7820.0,290.0,0.0,0.0,15920.0,3180.0,31560.0,2020-03-03,2020-03-02,2020,3
SW,34.408043,-119.68485,1.0,20200309.0,2020-03-09 15:30:00+00:00,15.1,14.4,188.0,0.792,0.792,0.316,0.316,0.172,3.137,0.0,0.0,970.642,0.0,188.0,0.0,50.0,0.0,0.0,0.0,1740.0,2610.0,11870.0,2030.0,580.0,0.0,0.0,20840.0,2320.0,41990.0,2020-03-09,2020-03-09,2020,3
SW,34.408043,-119.68485,1.0,20200316.0,2020-03-16 15:30:00+00:00,15.8,12.2,188.0,0.508,0.508,0.495,0.495,0.56,4.873,0.0,0.558,5.616,0.558,188.0,0.0,50.0,0.0,0.0,870.0,870.0,1160.0,1590.0,2320.0,0.0,0.0,0.0,1450.0,1300.0,9560.0,2020-03-16,2020-03-16,2020,3
SW,34.408043,-119.68485,1.0,20200713.0,2020-07-13 14:00:00+00:00,16.0,16.0,188.0,0.763,0.763,0.381,0.381,0.422,7.246,0.0,0.307,4.535,0.307,188.0,0.0,50.0,280.0,2320.0,1160.0,2320.0,3180.0,580.0,2020.0,1740.0,0.0,0.0,6360.0,6360.0,26320.0,2020-07-13,2020-07-13,2020,7
SW,34.408043,-119.68485,1.0,20200720.0,2020-07-20 14:30:00+00:00,13.3,14.3,188.0,1.619,1.619,0.393,0.393,0.368,8.524,0.0,0.0,3.055,0.0,188.0,0.0,50.0,1440.0,0.0,280.0,8100.0,2900.0,580.0,1740.0,1160.0,0.0,0.0,13900.0,6940.0,37040.0,2020-07-20,2020-07-20,2020,7
SW,34.408043,-119.68485,1.0,20200727.0,2020-07-27 14:30:00+00:00,15.5,15.4,188.0,4.225,4.225,1.027,1.027,0.489,9.586,0.0,0.0,1.89,0.0,188.0,0.0,50.0,0.0,2600.0,0.0,9260.0,20560.0,6360.0,8100.0,2900.0,580.0,41399.0,40820.0,65420.0,197999.0,2020-07-27,2020-07-27,2020,7
SW,34.408043,-119.68485,1.0,20200803.0,2020-08-03 15:00:00+00:00,17.7,16.1,188.0,1.386,1.386,0.396,0.396,0.201,4.422,0.0,0.0,1.369,0.0,188.0,0.0,50.0,0.0,0.0,0.0,0.0,5220.0,10720.0,57900.0,860.0,0.0,1738.0,70640.0,17080.0,164158.0,2020-08-03,2020-08-03,2020,8
SW,34.408043,-119.68485,1.0,20200810.0,2020-08-10 14:00:00+00:00,15.3,14.7,188.0,6.933,6.933,1.332,1.332,0.622,11.955,0.0,0.227,5.056,0.227,188.0,0.0,50.0,2600.0,580.0,580.0,2020.0,31560.0,11580.0,4340.0,4640.0,4340.0,0.0,26340.0,52120.0,140700.0,2020-08-10,2020-08-10,2020,8
SW,34.408043,-119.68485,1.0,20200817.0,2020-08-17 14:00:00+00:00,17.7,21.4,188.0,2.216,2.216,0.699,0.699,0.163,6.621,0.0,0.0,7.763,0.0,188.0,0.0,50.0,580.0,1740.0,580.0,860.0,18820.0,43720.0,25760.0,4920.0,280.0,2316.0,134900.0,96700.0,331176.0,2020-08-17,2020-08-17,2020,8
SW,34.408043,-119.68485,1.0,20200824.0,2020-08-24 14:30:00+00:00,20.7,20.0,188.0,2.484,2.484,0.938,0.938,0.476,7.497,0.0,0.266,2.266,0.266,188.0,0.0,50.0,280.0,580.0,4060.0,2320.0,3180.0,0.0,1440.0,15920.0,860.0,0.0,8680.0,9560.0,46880.0,2020-08-24,2020-08-24,2020,8
SW,34.408043,-119.68485,1.0,20200831.0,2020-08-31 14:00:00+00:00,15.6,16.5,188.0,5.439,5.439,0.808,0.808,0.727,10.477,0.0,1.436,6.377,1.436,188.0,0.0,50.0,2320.0,0.0,0.0,1440.0,3480.0,1160.0,4340.0,2320.0,0.0,2027.0,8980.0,41680.0,67747.0,2020-08-31,2020-08-31,2020,8
SW,34.408043,-119.68485,1.0,20200907.0,2020-09-07 15:00:00+00:00,18.8,22.2,188.0,0.714,0.714,0.236,0.236,0.16,4.888,0.0,0.0,1.298,0.0,188.0,0.0,50.0,0.0,0.0,0.0,0.0,3180.0,9560.0,13020.0,2320.0,0.0,2027.0,11860.0,17380.0,59347.0,2020-09-07,2020-09-07,2020,9
SW,34.408043,-119.68485,1.0,20200914.0,2020-09-14 16:00:00+00:00,17.8,18.3,188.0,1.047,1.047,0.377,0.377,0.177,3.789,0.0,0.293,13.562,0.293,188.0,0.0,50.0,0.0,0.0,0.0,0.0,17080.0,12740.0,6080.0,580.0,0.0,0.0,19100.0,6080.0,61660.0,2020-09-14,2020-09-14,2020,9
SW,34.408043,-119.68485,1.0,20200921.0,2020-09-21 14:30:00+00:00,17.7,15.0,188.0,2.126,2.126,0.708,0.708,0.524,8.136,0.0,0.503,26.301,0.503,188.0,0.0,50.0,0.0,0.0,860.0,580.0,9840.0,3180.0,3760.0,2900.0,0.0,0.0,7520.0,26920.0,55560.0,2020-09-21,2020-09-21,2020,9
SW,34.408043,-119.68485,1.0,20200928.0,2020-09-28 14:30:00+00:00,20.2,19.4,188.0,1.551,1.551,0.364,0.364,0.0,2.677,0.0,0.0,15.934,0.0,188.0,0.0,50.0,0.0,0.0,580.0,0.0,2020.0,2900.0,3480.0,3480.0,0.0,0.0,4060.0,33300.0,49820.0,2020-09-28,2020-09-28,2020,9
SW,34.408043,-119.68485,1.0,20201005.0,2020-10-05 14:12:00+00:00,20.4,15.6,188.0,0.996,0.996,0.54,0.54,0.0,3.033,0.0,0.0,9.603,0.0,188.0,0.0,50.0,0.0,0.0,280.0,0.0,2900.0,4920.0,1740.0,0.0,0.0,0.0,15920.0,28660.0,54420.0,2020-10-05,2020-10-05,2020,10
SW,34.408043,-119.68485,1.0,20201012.0,2020-10-12 15:15:00+00:00,20.1,18.2,188.0,0.818,0.818,0.357,0.357,0.112,2.575,0.0,0.256,99.727,0.256,188.0,0.0,50.0,0.0,0.0,0.0,580.0,1740.0,580.0,8680.0,280.0,0.0,0.0,6660.0,18240.0,36760.0,2020-10-12,2020-10-12,2020,10
SW,34.408043,-119.68485,1.0,20201020.0,2020-10-20 14:30:00+00:00,20.4,16.8,188.0,1.309,1.309,0.641,0.641,0.227,3.647,0.0,0.224,93.737,0.224,188.0,0.0,50.0,0.0,0.0,0.0,0.0,2320.0,1160.0,3180.0,0.0,0.0,0.0,8680.0,21720.0,37060.0,2020-10-20,2020-10-19,2020,10
SW,34.408043,-119.68485,1.0,20201026.0,2020-10-26 14:30:00+00:00,16.4,13.7,188.0,1.663,1.663,0.551,0.551,0.263,3.639,0.0,0.236,21.824,0.236,188.0,0.0,50.0,280.0,0.0,280.0,860.0,2320.0,2900.0,6940.0,1160.0,0.0,290.0,9840.0,11300.0,36170.0,2020-10-26,2020-10-26,2020,10
SW,34.408043,-119.68485,1.0,20201102.0,2020-11-02 15:30:00+00:00,16.9,15.9,188.0,1.165,1.165,0.498,0.498,0.257,4.247,0.0,0.227,375.998,0.227,188.0,0.0,50.0,280.0,580.0,0.0,0.0,4640.0,860.0,8680.0,1160.0,0.0,0.0,20840.0,30980.0,68020.0,2020-11-02,2020-11-02,2020,11
SW,34.408043,-119.68485,1.0,20201109.0,2020-11-09 16:00:00+00:00,12.9,11.6,188.0,0.193,0.193,0.557,0.557,1.204,13.327,0.233,10.793,299.386,10.56,188.0,0.0,50.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,3480.0,5800.0,9840.0,2020-11-09,2020-11-09,2020,11
SW,34.408043,-119.68485,1.0,20201117.0,2020-11-17 16:00:00+00:00,14.9,14.5,188.0,3.618,3.618,0.804,0.804,0.475,6.167,0.111,1.905,114.363,1.794,188.0,0.0,50.0,0.0,0.0,0.0,0.0,6360.0,16800.0,36760.0,1740.0,0.0,0.0,136360.0,35320.0,233340.0,2020-11-17,2020-11-16,2020,11
SW,34.408043,-119.68485,1.0,20201123.0,2020-11-23 17:00:00+00:00,15.1,14.8,188.0,1.021,1.021,0.612,0.612,0.848,5.366,0.0,0.429,16.554,0.429,188.0,0.0,50.0,0.0,0.0,280.0,0.0,860.0,0.0,9840.0,580.0,0.0,0.0,39080.0,33000.0,83640.0,2020-11-23,2020-11-23,2020,11
SW,34.408043,-119.68485,1.0,20201130.0,2020-11-30 16:30:00+00:00,14.2,14.5,188.0,2.081,2.081,0.566,0.566,0.39,5.662,0.0,0.48,99.227,0.48,188.0,0.0,50.0,0.0,580.0,860.0,860.0,1440.0,0.0,5800.0,860.0,0.0,0.0,7820.0,26060.0,44280.0,2020-11-30,2020-11-30,2020,11
SW,34.408043,-119.68485,1.0,20201207.0,2020-12-07 17:30:00+00:00,14.3,16.3,188.0,2.327,2.327,0.881,0.881,0.385,6.895,0.0,0.0,8.694,0.0,188.0,0.0,50.0,0.0,580.0,0.0,0.0,4640.0,2020.0,3760.0,5220.0,0.0,0.0,3480.0,34160.0,53860.0,2020-12-07,2020-12-07,2020,12
SW,34.408043,-119.68485,1.0,20201214.0,2020-12-14 17:30:00+00:00,14.6,15.0,188.0,1.506,1.506,0.667,0.667,0.432,5.852,0.0,0.401,8.046,0.401,188.0,0.0,50.0,0.0,280.0,280.0,580.0,4340.0,4640.0,7520.0,1740.0,0.0,0.0,8100.0,26640.0,54120.0,2020-12-14,2020-12-14,2020,12
SW,34.408043,-119.68485,1.0,20201221.0,2020-12-21 17:00:00+00:00,14.0,15.6,188.0,1.36,1.36,0.452,0.452,0.51,5.787,0.16,3.056,5.601,2.896,188.0,0.0,50.0,0.0,580.0,280.0,2020.0,2020.0,6940.0,15340.0,2600.0,0.0,0.0,83960.0,30400.0,144140.0,2020-12-21,2020-12-21,2020,12
SW,34.408043,-119.68485,1.0,20210104.0,2021-01-04 16:30:00+00:00,14.0,13.5,188.0,1.522,1.522,1.553,1.553,0.565,6.13,0.218,1.787,22.33,1.568,188.0,0.0,50.0,0.0,0.0,1440.0,3180.0,2600.0,9840.0,13020.0,580.0,0.0,0.0,22300.0,24900.0,77860.0,2021-01-04,2021-01-04,2021,1
SW,34.408043,-119.68485,1.0,20210111.0,2021-01-11 17:00:00+00:00,13.7,14.5,188.0,2.417,2.417,1.433,1.433,0.61,7.234,0.302,1.784,20.629,1.483,188.0,0.0,50.0,0.0,3760.0,0.0,580.0,1160.0,9560.0,1440.0,2020.0,0.0,0.0,16220.0,21720.0,56460.0,2021-01-11,2021-01-11,2021,1
SW,34.408043,-119.68485,1.0,20210118.0,2021-01-18 16:00:00+00:00,14.3,14.0,188.0,3.828,3.828,0.622,0.622,0.286,4.374,0.0,0.416,16.097,0.416,188.0,0.0,50.0,0.0,0.0,860.0,1440.0,5220.0,10420.0,2600.0,2900.0,0.0,18818.0,21140.0,33002.0,96400.0,2021-01-18,2021-01-18,2021,1
SW,34.408043,-119.68485,1.0,20210125.0,2021-01-25 16:30:00+00:00,13.8,8.3,188.0,1.119,1.119,0.806,0.806,0.451,4.83,0.161,1.35,1.862,1.19,188.0,0.0,50.0,0.0,0.0,280.0,0.0,860.0,3760.0,2320.0,280.0,0.0,0.0,28960.0,19940.0,56400.0,2021-01-25,2021-01-25,2021,1
SW,34.408043,-119.68485,1.0,20210201.0,2021-02-01 16:00:00+00:00,12.8,13.0,188.0,1.15,1.15,0.582,0.582,0.896,10.337,0.249,8.556,7.678,8.308,188.0,0.0,50.0,0.0,0.0,280.0,0.0,280.0,4060.0,2900.0,0.0,0.0,0.0,26640.0,6360.0,40520.0,2021-02-01,2021-02-01,2021,2
SW,34.408043,-119.68485,1.0,20210208.0,2021-02-08 15:10:00+00:00,14.2,10.8,188.0,3.335,3.335,0.596,0.596,0.153,5.262,0.0,0.0,2.96,0.0,188.0,0.0,50.0,0.0,0.0,1440.0,11860.0,2900.0,13900.0,7520.0,3480.0,0.0,0.0,40820.0,55000.0,136920.0,2021-02-08,2021-02-08,2021,2
SW,34.408043,-119.68485,1.0,20210215.0,2021-02-15 19:00:00+00:00,12.8,14.5,188.0,0.335,0.335,0.295,0.295,1.022,14.826,0.204,13.837,80.976,13.632,188.0,0.0,50.0,0.0,0.0,0.0,0.0,280.0,1440.0,2900.0,0.0,0.0,0.0,4920.0,6080.0,15620.0,2021-02-15,2021-02-15,2021,2
SW,34.408043,-119.68485,1.0,20210222.0,2021-02-22 15:30:00+00:00,12.8,10.6,188.0,3.133,3.133,0.691,0.691,0.639,10.443,0.201,6.147,387.59,5.946,188.0,0.0,50.0,0.0,0.0,0.0,2900.0,580.0,6940.0,8680.0,280.0,0.0,0.0,33300.0,17080.0,69760.0,2021-02-22,2021-02-22,2021,2
SW,34.408043,-119.68485,1.0,20210301.0,2021-03-01 16:00:00+00:00,12.4,14.6,188.0,6.564,6.564,2.768,2.768,0.342,7.981,0.0,0.0,42.16,0.0,188.0,0.0,50.0,0.0,0.0,5220.0,860.0,280.0,13600.0,16500.0,5220.0,0.0,0.0,79900.0,59060.0,180640.0,2021-03-01,2021-03-01,2021,3
SW,34.408043,-119.68485,1.0,20210308.0,2021-03-08 17:00:00+00:00,12.6,14.5,188.0,7.649,7.649,1.553,1.553,0.324,7.431,0.0,0.0,26.755,0.0,188.0,0.0,50.0,580.0,0.0,3760.0,19680.0,4640.0,2320.0,0.0,5500.0,0.0,0.0,2020.0,67740.0,106240.0,2021-03-08,2021-03-08,2021,3
SW,34.408043,-119.68485,1.0,20210315.0,2021-03-15 16:00:00+00:00,12.2,10.8,188.0,0.711,0.711,0.484,0.484,1.007,14.319,0.262,10.681,65.211,10.419,188.0,0.0,50.0,0.0,0.0,280.0,0.0,0.0,5500.0,2900.0,580.0,0.0,0.0,24900.0,3480.0,37640.0,2021-03-15,2021-03-15,2021,3
SW,34.408043,-119.68485,1.0,20210322.0,2021-03-22 15:00:00+00:00,12.2,10.5,188.0,4.778,4.778,1.604,1.604,1.033,14.075,0.32,11.424,65.576,11.104,188.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,23160.0,15920.0,1160.0,0.0,0.0,426720.0,3480.0,470440.0,2021-03-22,2021-03-22,2021,3
SW,34.408043,-119.68485,1.0,20210329.0,2021-03-29 15:30:00+00:00,13.9,12.3,188.0,4.656,4.656,1.387,1.387,0.594,11.301,0.319,4.817,36.198,4.499,188.0,0.0,50.0,0.0,0.0,1440.0,580.0,0.0,0.0,4340.0,7820.0,0.0,0.0,116380.0,43720.0,174280.0,2021-03-29,2021-03-29,2021,3
SW,34.408043,-119.68485,1.0,20210405.0,2021-04-05 15:30:00+00:00,14.6,12.7,188.0,3.151,3.151,1.078,1.078,0.317,5.185,0.0,0.0,92.461,0.0,188.0,0.0,50.0,280.0,0.0,2020.0,2320.0,280.0,0.0,0.0,6080.0,0.0,0.0,28380.0,34460.0,73820.0,2021-04-05,2021-04-05,2021,4
SW,34.408043,-119.68485,1.0,20210412.0,2021-04-12 15:00:00+00:00,16.0,15.4,188.0,1.873,1.873,1.27,1.27,0.657,4.398,0.0,0.411,3.931,0.411,188.0,0.0,50.0,0.0,0.0,860.0,1160.0,2900.0,280.0,580.0,6360.0,0.0,0.0,1160.0,20840.0,34140.0,2021-04-12,2021-04-12,2021,4
SW,34.408043,-119.68485,1.0,20210419.0,2021-04-19 15:00:00+00:00,14.5,13.0,188.0,2.643,2.643,3.011,3.011,1.318,8.678,0.22,2.977,34.167,2.757,188.0,0.0,50.0,0.0,0.0,0.0,860.0,2900.0,860.0,2600.0,2600.0,0.0,0.0,9560.0,21420.0,40800.0,2021-04-19,2021-04-19,2021,4
SW,34.408043,-119.68485,1.0,20210426.0,2021-04-26 18:00:00+00:00,13.0,12.3,188.0,1.855,1.855,1.287,1.287,1.022,12.634,0.318,7.709,4.317,7.391,188.0,0.0,50.0,0.0,0.0,280.0,0.0,280.0,19400.0,5800.0,280.0,0.0,0.0,56740.0,17080.0,99860.0,2021-04-26,2021-04-26,2021,4
SW,34.408043,-119.68485,1.0,20210503.0,2021-05-03 16:00:00+00:00,14.9,16.0,188.0,6.459,6.459,3.342,3.342,0.406,7.391,0.0,0.0,5.511,0.0,188.0,0.07,50.0,280.0,0.0,2020.0,2320.0,2600.0,376940.0,11860.0,4340.0,0.0,0.0,47180.0,41400.0,488940.0,2021-05-03,2021-05-03,2021,5
SW,34.408043,-119.68485,1.0,20210510.0,2021-05-10 16:00:00+00:00,16.3,16.9,188.0,4.726,4.726,1.284,1.284,0.0,3.417,0.0,0.209,12.917,0.209,188.0,0.0,50.0,0.0,0.0,6940.0,4640.0,9840.0,30400.0,4060.0,4920.0,0.0,0.0,7820.0,40540.0,109160.0,2021-05-10,2021-05-10,2021,5
SW,34.408043,-119.68485,1.0,20210517.0,2021-05-17 15:30:00+00:00,15.6,15.4,188.0,1.96,1.96,1.847,1.847,0.467,5.376,0.0,0.521,11.531,0.521,188.0,0.0,50.0,0.0,0.0,280.0,580.0,3480.0,10140.0,860.0,2900.0,0.0,0.0,2600.0,19980.0,40820.0,2021-05-17,2021-05-17,2021,5
SW,34.408043,-119.68485,1.0,20210524.0,2021-05-24 15:00:00+00:00,13.9,14.7,188.0,3.343,3.343,0.788,0.788,0.938,17.203,0.221,8.016,7.726,7.795,188.0,0.0,50.0,0.0,0.0,280.0,8980.0,9560.0,2020.0,1740.0,8400.0,0.0,0.0,19400.0,13020.0,63400.0,2021-05-24,2021-05-24,2021,5
SW,34.408043,-119.68485,1.0,20210531.0,2021-05-31 15:00:00+00:00,16.0,14.6,188.0,7.509,7.509,1.191,1.191,0.353,11.514,0.0,0.0,3.099,0.0,188.0,0.0,50.0,280.0,0.0,860.0,8980.0,45160.0,1160.0,5220.0,8400.0,0.0,0.0,8680.0,60220.0,138960.0,2021-05-31,2021-05-31,2021,5
SW,34.408043,-119.68485,1.0,20210607.0,2021-06-07 15:15:00+00:00,15.8,16.8,188.0,6.826,6.826,1.533,1.533,0.267,6.275,0.0,0.0,51.502,0.0,188.0,0.0,50.0,2020.0,0.0,0.0,580.0,42560.0,3180.0,860.0,1160.0,0.0,0.0,5220.0,64560.0,120140.0,2021-06-07,2021-06-07,2021,6
SW,34.408043,-119.68485,1.0,20210614.0,2021-06-14 16:00:00+00:00,19.0,19.5,188.0,1.229,1.229,0.713,0.713,0.344,7.255,0.0,0.0,6.812,0.0,188.0,0.0,50.0,0.0,0.0,0.0,0.0,3180.0,2600.0,2600.0,0.0,0.0,0.0,3180.0,11300.0,22860.0,2021-06-14,2021-06-14,2021,6
SW,34.408043,-119.68485,1.0,20210621.0,2021-06-21 16:00:00+00:00,17.4,16.7,188.0,2.083,2.083,0.801,0.801,0.377,5.053,0.0,0.0,2.947,0.0,188.0,0.0,50.0,0.0,0.0,860.0,1740.0,13320.0,3180.0,860.0,1160.0,0.0,0.0,1740.0,29240.0,52100.0,2021-06-21,2021-06-21,2021,6
SW,34.408043,-119.68485,1.0,20210628.0,2021-06-28 15:30:00+00:00,18.7,20.2,188.0,1.908,1.908,0.749,0.749,0.639,8.601,0.0,0.205,3.062,0.205,188.0,0.5,50.0,580.0,0.0,0.0,6360.0,12740.0,3480.0,860.0,1440.0,0.0,0.0,2600.0,35020.0,63080.0,2021-06-28,2021-06-28,2021,6
SW,34.408043,-119.68485,1.0,20210705.0,2021-07-05 16:00:00+00:00,18.3,17.2,188.0,4.131,4.131,0.794,0.794,0.182,6.377,0.0,0.0,2.257,0.0,188.0,0.0,50.0,280.0,0.0,2320.0,27500.0,1440.0,580.0,580.0,12740.0,0.0,0.0,2900.0,59640.0,107980.0,2021-07-05,2021-07-05,2021,7
SW,34.408043,-119.68485,1.0,20210712.0,2021-07-12 15:00:00+00:00,18.3,19.2,188.0,2.03,2.03,0.74,0.74,0.25,5.197,0.0,0.0,8.305,0.0,188.0,0.0,50.0,0.0,0.0,0.0,13900.0,580.0,2600.0,2320.0,3480.0,0.0,0.0,8100.0,19980.0,50960.0,2021-07-12,2021-07-12,2021,7
SW,34.408043,-119.68485,1.0,20210719.0,2021-07-19 14:00:00+00:00,17.4,18.8,188.0,2.188,2.188,0.793,0.793,0.567,6.041,0.0,0.301,3.837,0.301,188.0,0.0,50.0,860.0,0.0,280.0,7520.0,580.0,10720.0,6660.0,280.0,0.0,0.0,16500.0,15920.0,59320.0,2021-07-19,2021-07-19,2021,7
SW,34.408043,-119.68485,1.0,20210726.0,2021-07-26 17:30:00+00:00,17.9,19.0,188.0,1.354,1.354,0.766,0.766,0.308,2.774,0.0,0.0,12.694,0.0,188.0,0.0,50.0,280.0,0.0,0.0,5500.0,1160.0,8680.0,7820.0,580.0,0.0,0.0,91480.0,15340.0,130840.0,2021-07-26,2021-07-26,2021,7
SW,34.408043,-119.68485,1.0,20210802.0,2021-08-02 14:30:00+00:00,17.0,18.0,188.0,1.229,1.229,0.427,0.427,0.246,3.059,0.0,0.0,4.1,0.0,188.0,0.0,50.0,860.0,0.0,0.0,1160.0,0.0,21140.0,20560.0,580.0,0.0,0.0,65140.0,19680.0,129120.0,2021-08-02,2021-08-02,2021,8
SW,34.408043,-119.68485,1.0,20210809.0,2021-08-09 14:30:00+00:00,16.7,17.2,188.0,2.503,2.503,0.786,0.786,0.376,4.279,0.0,0.0,3.655,0.0,188.0,0.0,50.0,2900.0,0.0,0.0,860.0,0.0,4640.0,4060.0,6360.0,0.0,0.0,13020.0,50380.0,82220.0,2021-08-09,2021-08-09,2021,8
SW,34.408043,-119.68485,1.0,20210823.0,2021-08-23 14:30:00+00:00,17.5,18.0,188.0,2.888,2.888,0.838,0.838,0.186,4.141,0.0,0.0,18.8,0.0,188.0,0.0,50.0,580.0,0.0,280.0,580.0,0.0,580.0,2320.0,1440.0,0.0,0.0,4640.0,55300.0,65720.0,2021-08-23,2021-08-23,2021,8
SW,34.408043,-119.68485,1.0,20210831.0,2021-08-31 14:45:00+00:00,16.9,17.4,188.0,1.568,1.568,0.553,0.553,0.2,5.664,0.0,0.0,42.509,0.0,188.0,0.0,50.0,0.0,0.0,280.0,0.0,0.0,1160.0,3180.0,860.0,0.0,0.0,16220.0,39660.0,61360.0,2021-08-31,2021-08-30,2021,8
SW,34.408043,-119.68485,1.0,20210907.0,2021-09-07 15:00:00+00:00,17.9,20.3,188.0,1.89,1.89,0.604,0.604,0.289,5.277,0.0,0.0,4.599,0.0,188.0,0.0,50.0,280.0,0.0,280.0,580.0,580.0,4340.0,6660.0,0.0,0.0,0.0,5500.0,51820.0,70040.0,2021-09-07,2021-09-06,2021,9
SW,34.408043,-119.68485,1.0,20210913.0,2021-09-13 14:00:00+00:00,16.5,14.2,188.0,11.785,11.785,0.915,0.915,0.326,8.91,0.0,0.0,6.292,0.0,188.0,0.0,50.0,580.0,0.0,11580.0,16800.0,3480.0,0.0,0.0,860.0,0.0,0.0,1440.0,49800.0,84540.0,2021-09-13,2021-09-13,2021,9
SW,34.408043,-119.68485,1.0,20210917.0,2021-09-17 14:30:00+00:00,15.1,15.0,188.0,5.438,5.438,0.783,0.783,0.664,11.447,0.0,0.0,3.468,0.0,188.0,0.0,50.0,7240.0,0.0,3180.0,860.0,280.0,2320.0,4340.0,1740.0,0.0,0.0,2900.0,133760.0,156620.0,2021-09-17,2021-09-13,2021,9
SW,34.408043,-119.68485,1.0,20210927.0,2021-09-27 15:00:00+00:00,16.7,16.4,188.0,26.692,26.692,19.397,19.397,0.246,6.795,0.0,0.447,24.441,0.447,188.0,0.0,50.0,0.0,0.0,0.0,0.0,57900.0,0.0,57900.0,0.0,0.0,,0.0,5008410.0,5124210.0,2021-09-27,2021-09-27,2021,9
SW,34.408043,-119.68485,1.0,20211004.0,2021-10-04 14:30:00+00:00,17.7,17.6,188.0,0.7,0.7,2.572,2.572,0.338,4.797,0.0,0.0,2.341,0.0,188.0,0.0,50.0,580.0,0.0,1450.0,19400.0,2320.0,5210.0,6660.0,2030.0,0.0,,3760.0,76140.0,117550.0,2021-10-04,2021-10-04,2021,10
SW,34.408043,-119.68485,1.0,20211011.0,2021-10-11 14:00:00+00:00,17.1,12.5,188.0,3.991,3.991,1.047,1.047,0.381,5.276,0.0,0.272,6.92,0.272,188.0,0.0,50.0,1740.0,0.0,1160.0,8970.0,2320.0,1450.0,2320.0,3470.0,0.0,0.0,1450.0,98140.0,121020.0,2021-10-11,2021-10-11,2021,10
SW,34.408043,-119.68485,1.0,20211018.0,2021-10-18 13:00:00+00:00,15.2,15.0,188.0,5.286,5.286,1.0,1.0,0.444,5.054,0.104,0.86,1.906,0.756,188.0,0.0,50.0,0.0,0.0,290.0,2610.0,2320.0,134620.0,37060.0,4630.0,0.0,0.0,62240.0,36190.0,279960.0,2021-10-18,2021-10-18,2021,10
