location_code,latitude,longitude,depth,sampleid,time,temp,chl_volume_filtered,chl1,chl2,avg_chloro,phaeo1,phaeo2,avg_phaeo,phosphate,silicate,nitrite,nitrite_nitrate,ammonium,nitrate,da_volume_filtered,pda,volume_settled_for_counting,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,other_diatoms,other_dinoflagellates,total_phytoplankton,sample_date,week_start,year,month
CPP,35.170204,-120.740685,0.5,CP190908,2019-09-08 21:35:00+00:00,16.1,100.0,27.37,28.13,27.75,2.64,3.02,2.83,0.35902086,17.833042,0.0,0.0,0.0,0.0,200.0,0.0,25.0,22389.22,0.0,2132.307,0.0,4264.614,0.0,0.0,13326.918,108214.58,0.0,5330.767,245748.38,401406.78,2019-09-08,2019-09-02,2019,9
CPP,35.170204,-120.740685,0.5,CP190915,2019-09-15 21:40:00+00:00,18.6,25.0,336.41,355.71,346.06,-0.82,2.63,0.91,1.2629501,13.435241,0.43177286,1.2667011,0.5871935,0.8349282,200.0,0.0,25.0,763365.9,0.0,11727.688,0.0,176448.4,5330.767,0.0,9062.305,472305.97,0.0,8529.228,5330.767,1452101.0,2019-09-15,2019-09-09,2019,9
CPP,35.170204,-120.740685,0.5,CP190922,2019-09-22 19:28:00+00:00,16.7,100.0,5.66,6.15,5.9,0.62,0.56,0.59,0.26390985,12.14677,0.0,0.32081378,0.59397304,0.32081378,200.0,0.0,25.0,12260.765,0.0,0.0,0.0,37315.37,7996.151,0.0,0.0,4797.6904,0.0,5863.844,30385.373,98619.195,2019-09-22,2019-09-16,2019,9
CPP,35.170204,-120.740685,0.5,CP190929,2019-09-29 19:52:00+00:00,16.1,100.0,27.85,29.02,28.44,1.87,1.83,1.85,0.27249599,8.75633,0.0,0.40000668,0.30852643,0.40000668,200.0,0.0,25.0,6929.9976,0.0,6929.9976,0.0,3198.4604,4797.6904,0.0,10128.458,165253.78,0.0,4264.614,160989.17,362492.16,2019-09-29,2019-09-23,2019,9
CPP,35.170204,-120.740685,0.5,CP191006,2019-10-06 22:14:00+00:00,15.8,100.0,5.63,5.8,5.72,0.62,0.69,0.65,0.119427696,8.349327,0.0,0.0,0.4358169,0.0,200.0,0.0,25.0,1599.2302,0.0,2665.3835,0.0,3198.4604,5330.767,0.0,2132.307,26120.76,0.0,9062.305,67167.664,117276.88,2019-10-06,2019-09-30,2019,10
CPP,35.170204,-120.740685,0.5,CP191013,2019-10-13 15:56:00+00:00,14.5,100.0,59.49,63.15,61.32,3.57,3.26,3.42,0.70619196,17.472137,0.0,1.4639354,0.31637442,1.4639354,200.0,0.0,25.0,11194.611,2132.307,3198.4604,0.0,38914.6,1599.2302,0.0,23455.377,229222.98,0.0,3198.4604,641824.4,954740.44,2019-10-13,2019-10-07,2019,10
CPP,35.170204,-120.740685,0.5,CP191020,2019-10-20 21:10:00+00:00,14.6,100.0,14.06,12.54,13.3,2.0,1.81,1.91,0.58684385,18.960377,0.0,0.30983326,0.91238815,0.30983326,200.0,0.0,25.0,0.0,0.0,0.0,0.0,1066.1534,0.0,0.0,1066.1534,30918.45,0.0,3198.4604,212164.55,248413.75,2019-10-20,2019-10-14,2019,10
CPP,35.170204,-120.740685,0.5,CP191027,2019-10-27 20:46:00+00:00,15.8,100.0,13.37,13.51,13.44,1.7,1.13,1.42,0.59820634,16.480764,0.0,2.691032,0.55597633,2.691032,200.0,0.0,25.0,19190.762,533.0767,0.0,0.0,69299.98,0.0,0.0,533.0767,0.0,0.0,19190.762,41046.906,149794.56,2019-10-27,2019-10-21,2019,10
CPP,35.170204,-120.740685,0.5,CP191103,2019-11-03 22:04:00+00:00,15.7,100.0,6.84,6.41,6.63,0.62,0.81,0.71,0.40680605,12.377265,0.0,1.1931695,0.5948319,1.1931695,200.0,0.0,25.0,5330.767,0.0,533.0767,0.0,41046.906,1066.1534,0.0,1599.2302,0.0,0.0,10128.458,35183.062,94887.66,2019-11-03,2019-10-28,2019,11
CPP,35.170204,-120.740685,0.5,CP191110,2019-11-10 22:14:00+00:00,17.0,100.0,7.83,7.46,7.65,0.59,0.49,0.54,0.34799445,8.261248,0.0,0.76086634,0.0,0.76086634,200.0,0.0,25.0,6396.921,0.0,0.0,0.0,44778.445,3198.4604,0.0,1066.1534,0.0,0.0,12793.841,18124.61,86358.43,2019-11-10,2019-11-04,2019,11
CPP,35.170204,-120.740685,0.5,CP191117,2019-11-17 21:52:00+00:00,16.5,100.0,3.21,3.4,3.31,0.64,0.63,0.64,0.5709003,11.832111,0.11564982,1.6905805,1.1601228,1.5749307,200.0,0.0,25.0,6929.9976,0.0,0.0,0.0,6929.9976,3198.4604,4264.614,1599.2302,0.0,0.0,20789.992,4264.614,47976.906,2019-11-17,2019-11-11,2019,11
CPP,35.170204,-120.740685,0.5,CP191124,2019-11-24 16:56:00+00:00,14.7,100.0,22.54,23.92,23.23,2.77,2.1,2.44,0.74838895,14.586656,0.3301229,5.597275,0.9491628,5.267152,200.0,0.0,25.0,20256.916,4264.614,2665.3835,0.0,25587.684,0.0,3198.4604,11727.688,19190.762,0.0,16525.379,244682.22,348099.1,2019-11-24,2019-11-18,2019,11
CPP,35.170204,-120.740685,0.5,CP191201,2019-12-01 19:06:00+00:00,13.2,100.0,3.53,3.96,3.74,1.76,1.59,1.67,2.0483356,22.23814,0.65255404,17.807549,2.9916391,17.154995,200.0,0.0,25.0,1599.2302,0.0,0.0,0.0,533.0767,1066.1534,2132.307,0.0,533.0767,0.0,12793.841,47976.906,66634.59,2019-12-01,2019-11-25,2019,12
CPP,35.170204,-120.740685,0.5,CP191208,2019-12-08 21:50:00+00:00,15.6,100.0,8.65,9.46,9.05,1.64,1.55,1.59,0.34090093,6.952561,0.120102204,0.94393504,1.0108443,0.8238328,200.0,0.0,25.0,1599.2302,0.0,533.0767,6929.9976,9595.381,0.0,0.0,9062.305,3198.4604,0.0,7463.074,33050.758,71432.28,2019-12-08,2019-12-02,2019,12
CPP,35.170204,-120.740685,0.5,CP191215,2019-12-15 22:04:00+00:00,14.9,100.0,3.16,3.26,3.21,1.28,1.24,1.26,0.8143837,11.168476,0.30897954,6.1836033,1.62946,5.874624,200.0,0.0,25.0,0.0,0.0,0.0,533.0767,3198.4604,1066.1534,0.0,1599.2302,533.0767,0.0,7996.151,3731.537,18657.686,2019-12-15,2019-12-09,2019,12
CPP,35.170204,-120.740685,0.5,CP191222,2019-12-22 15:12:00+00:00,13.3,100.0,3.05,2.95,3.0,1.46,1.47,1.47,0.9892175,15.686324,0.6497883,9.554869,1.658192,8.905081,200.0,0.0,25.0,1066.1534,0.0,0.0,533.0767,1066.1534,5863.844,0.0,1066.1534,0.0,0.0,11194.611,2665.3835,23455.377,2019-12-22,2019-12-16,2019,12
CPP,35.170204,-120.740685,0.5,CP191229,2019-12-29 22:04:00+00:00,13.5,100.0,2.33,2.59,2.46,0.87,1.01,0.94,0.785881,10.807319,0.33919597,6.3963275,1.7442223,6.057132,200.0,0.0,25.0,2665.3835,0.0,0.0,4264.614,2132.307,2132.307,0.0,0.0,0.0,0.0,39447.68,533.0767,51175.367,2019-12-29,2019-12-23,2019,12
CPP,35.170204,-120.740685,0.5,CP200105,2020-01-05 21:58:00+00:00,13.7,100.0,3.47,3.4,3.44,0.97,1.02,0.99,0.9066514,11.864615,0.38406155,7.80898,1.3638166,7.4249187,200.0,0.0,25.0,1599.2302,0.0,533.0767,0.0,0.0,0.0,0.0,0.0,2665.3835,0.0,6396.921,0.0,11194.611,2020-01-05,2019-12-30,2020,1
CPP,35.170204,-120.740685,0.5,CP200112,2020-01-12 21:46:00+00:00,13.3,100.0,2.99,3.1,3.05,1.11,1.08,1.09,0.53998876,11.619141,0.35220164,7.9811606,1.1139256,7.628959,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4264.614,0.0,0.0,0.0,3731.537,0.0,7996.151,2020-01-12,2020-01-06,2020,1
CPP,35.170204,-120.740685,0.5,CP200119,2020-01-19 22:11:00+00:00,12.5,100.0,2.22,2.16,2.19,1.13,1.06,1.1,1.4283447,17.45435,0.43592307,18.109783,1.7145715,17.67386,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17591.531,1599.2302,19190.762,2020-01-19,2020-01-13,2020,1
CPP,35.170204,-120.740685,0.5,CP200125,2020-01-25 20:00:00+00:00,13.9,100.0,3.7,3.43,3.56,1.21,1.25,1.23,0.625658,8.772819,0.21528716,5.6447544,1.4372197,5.429467,200.0,0.0,25.0,0.0,0.0,533.0767,4797.6904,2665.3835,0.0,0.0,7463.074,2132.307,0.0,27719.99,1599.2302,46910.754,2020-01-25,2020-01-20,2020,1
CPP,35.170204,-120.740685,0.5,CP200202,2020-02-02 16:36:00+00:00,13.5,100.0,3.2,3.44,3.32,1.17,1.2,1.19,1.2720488,18.743332,0.4317047,28.72813,1.8020763,28.296427,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2132.307,0.0,533.0767,0.0,0.0,82093.81,533.0767,85292.27,2020-02-02,2020-01-27,2020,2
CPP,35.170204,-120.740685,0.5,CP200209,2020-02-09 21:58:00+00:00,13.1,100.0,7.14,7.35,7.25,1.27,1.43,1.35,1.5101447,14.44965,0.36295244,20.704166,1.0719123,20.341213,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10128.458,34116.91,1066.1534,0.0,0.0,390212.16,1599.2302,437122.9,2020-02-09,2020-02-03,2020,2
CPP,35.170204,-120.740685,0.5,CP200216,2020-02-16 17:36:00+00:00,13.6,100.0,2.74,2.65,2.7,0.8,0.78,0.79,1.23389,13.474847,0.31471065,18.622675,1.1211638,18.307964,200.0,0.0,25.0,0.0,0.0,533.0767,533.0767,10661.535,0.0,1599.2302,4264.614,0.0,0.0,23988.453,6929.9976,48509.98,2020-02-16,2020-02-10,2020,2
CPP,35.170204,-120.740685,0.5,CP200223,2020-02-23 22:24:00+00:00,14.3,100.0,5.31,4.77,5.04,0.89,0.96,0.92,0.4825121,9.741523,0.13829787,4.1319137,1.0231314,3.9936156,200.0,0.0,25.0,0.0,0.0,0.0,1599.2302,2665.3835,0.0,533.0767,8529.228,13859.995,0.0,10661.535,0.0,37848.45,2020-02-23,2020-02-17,2020,2
CPP,35.170204,-120.740685,0.5,CP200301,2020-03-01 19:36:00+00:00,14.5,100.0,15.44,16.54,15.99,2.05,1.8,1.93,0.57023084,10.627446,0.0,3.2655816,0.90740955,3.2655816,200.0,0.0,25.0,0.0,0.0,2665.3835,3198.4604,46377.676,0.0,0.0,20789.992,3198.4604,0.0,8529.228,10661.535,95420.734,2020-03-01,2020-02-24,2020,3
CPP,35.170204,-120.740685,0.5,CP200308,2020-03-08 19:10:00+00:00,15.0,100.0,6.37,6.12,6.24,1.28,1.7,1.49,0.22083917,8.029592,0.0,0.45325804,0.71107066,0.45325804,200.0,0.0,25.0,0.0,0.0,0.0,533.0767,21323.068,0.0,0.0,20256.916,0.0,0.0,39980.754,3198.4604,85292.27,2020-03-08,2020-03-02,2020,3
CPP,35.170204,-120.740685,0.5,CP200315,2020-03-15 20:22:00+00:00,14.7,100.0,11.25,11.36,11.31,2.32,2.09,2.21,0.47835556,12.163778,0.0,3.3378005,1.1428782,3.3378005,200.0,0.0,25.0,0.0,0.0,2132.307,5863.844,114078.42,2665.3835,0.0,17591.531,0.0,0.0,29852.297,11194.611,183378.39,2020-03-15,2020-03-09,2020,3
CPP,35.170204,-120.740685,0.5,CP200322,2020-03-22 20:18:00+00:00,15.5,100.0,5.22,5.12,5.17,1.0,1.2,1.1,0.35703164,5.867346,0.0,0.39595753,0.70805913,0.39595753,200.0,0.0,25.0,0.0,0.0,533.0767,2132.307,59704.594,0.0,1599.2302,4797.6904,533.0767,0.0,9595.381,1066.1534,79961.51,2020-03-22,2020-03-16,2020,3
CPP,35.170204,-120.740685,0.5,CP200330,2020-03-30 18:08:00+00:00,14.7,100.0,3.24,3.2,3.22,0.9,0.9,0.9,0.89475477,14.345389,0.0,6.9630365,1.1049441,6.9630365,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,20256.916,0.0,5330.767,2132.307,0.0,0.0,23988.453,1066.1534,53307.67,2020-03-30,2020-03-30,2020,3
CPP,35.170204,-120.740685,0.5,CP200406,2020-04-06 16:26:00+00:00,12.9,100.0,15.72,16.0,15.86,2.49,2.35,2.42,0.89134043,16.526104,0.20237094,7.604957,1.2959532,7.4025865,200.0,0.0,25.0,0.0,0.0,0.0,0.0,7463.074,27186.912,22389.223,3198.4604,0.0,0.0,428593.7,2132.307,490963.66,2020-04-06,2020-04-06,2020,4
CPP,35.170204,-120.740685,0.5,CP200413,2020-04-13 16:34:00+00:00,13.8,100.0,10.54,10.62,10.58,3.21,3.61,3.41,1.3102101,26.35902,0.10502262,10.980233,1.1548787,10.875211,200.0,0.0,25.0,0.0,0.0,2665.3835,6396.921,14393.072,0.0,0.0,7996.151,0.0,0.0,892370.44,4797.6904,928619.7,2020-04-13,2020-04-13,2020,4
CPP,35.170204,-120.740685,0.5,CP200421,2020-04-21 18:24:00+00:00,14.2,100.0,4.61,4.66,4.63,1.17,1.18,1.18,0.8776149,12.072987,0.15449734,6.2164693,1.0803605,6.061972,200.0,0.0,25.0,0.0,0.0,533.0767,1599.2302,3198.4604,0.0,0.0,3198.4604,0.0,0.0,110346.88,2132.307,121008.42,2020-04-21,2020-04-20,2020,4
CPP,35.170204,-120.740685,0.5,CP200427,2020-04-27 16:40:00+00:00,14.2,100.0,10.54,10.56,10.55,2.49,2.44,2.46,1.2611461,20.311186,0.27447698,12.619752,0.94153696,12.345275,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2132.307,2132.307,0.0,0.0,0.0,1105601.1,533.0767,1110398.8,2020-04-27,2020-04-27,2020,4
CPP,35.170204,-120.740685,0.5,CP200504,2020-05-04 16:22:00+00:00,12.8,100.0,24.61,24.47,24.54,4.97,4.75,4.86,0.53389436,4.5846567,0.0,1.4532175,0.55455977,1.4532175,200.0,0.0,25.0,0.0,0.0,0.0,0.0,533.0767,13326.918,10661.535,1599.2302,0.0,0.0,1338555.8,2665.3835,1367341.8,2020-05-04,2020-05-04,2020,5
CPP,35.170204,-120.740685,0.5,CP200511,2020-05-11 16:28:00+00:00,13.6,100.0,8.85,9.42,9.13,3.63,3.63,3.63,0.6000899,3.6768763,0.0,2.3177366,1.1758301,2.3177366,200.0,0.0,25.0,0.0,533.0767,0.0,0.0,1599.2302,10661.535,15459.225,1066.1534,0.0,0.0,413667.53,3731.537,446718.3,2020-05-11,2020-05-11,2020,5
CPP,35.170204,-120.740685,0.5,CP200518,2020-05-18 16:38:00+00:00,14.3,100.0,1.9,1.93,1.92,1.65,1.72,1.69,1.650141,20.301313,0.33861977,16.739187,5.6086845,16.400568,200.0,0.0,25.0,0.0,0.0,1066.1534,533.0767,3731.537,0.0,0.0,0.0,0.0,0.0,533.0767,4797.6904,10661.535,2020-05-18,2020-05-18,2020,5
CPP,35.170204,-120.740685,0.5,CP200525,2020-05-25 17:54:00+00:00,14.4,100.0,18.82,21.71,20.27,1.94,1.68,1.81,0.73993635,15.296215,0.20334995,5.9621844,0.45597547,5.7588344,200.0,0.0,25.0,0.0,3198.4604,1066.1534,533.0767,4797.6904,21856.146,2132.307,0.0,0.0,0.0,546403.6,5863.844,585851.3,2020-05-25,2020-05-25,2020,5
CPP,35.170204,-120.740685,0.5,CP200601,2020-06-01 16:38:00+00:00,15.7,100.0,35.09,37.3,36.19,3.37,3.16,3.27,0.6315174,14.889934,0.11993341,1.5692279,1.4945148,1.4492944,200.0,0.0,25.0,2132.307,5330.767,19723.84,7463.074,241483.77,0.0,6929.9976,14926.148,3198.4604,0.0,124206.88,97019.96,522415.2,2020-06-01,2020-06-01,2020,6
CPP,35.170204,-120.740685,0.5,CP200608,2020-06-08 16:32:00+00:00,13.3,100.0,1.48,1.45,1.46,0.74,0.71,0.73,2.2632608,29.215008,0.4014436,22.346966,4.888498,21.945522,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,4264.614,1599.2302,0.0,0.0,0.0,0.0,39980.754,1599.2302,47976.906,2020-06-08,2020-06-08,2020,6
CPP,35.170204,-120.740685,0.5,CP200615,2020-06-15 16:20:00+00:00,15.4,100.0,6.17,6.55,6.36,1.67,1.62,1.65,1.7847157,25.356525,0.40520433,16.622368,0.71887684,16.217165,200.0,0.0,25.0,0.0,1066.1534,0.0,0.0,2132.307,79428.43,6929.9976,0.0,0.0,0.0,156191.48,0.0,245748.38,2020-06-15,2020-06-15,2020,6
CPP,35.170204,-120.740685,0.5,CP200622,2020-06-22 16:22:00+00:00,15.8,100.0,45.77,47.57,46.67,4.42,5.05,4.74,1.1357796,23.664534,0.0,4.7013,0.8005292,4.7013,200.0,0.0,25.0,533.0767,8529.228,23455.375,1066.1534,169518.4,1599.2302,0.0,3731.537,19190.762,0.0,13326.918,14926.148,255876.83,2020-06-22,2020-06-22,2020,6
CPP,35.170204,-120.740685,0.5,CP200629,2020-06-29 17:26:00+00:00,16.3,100.0,7.28,5.61,6.45,1.85,1.84,1.84,0.70817965,13.749973,0.16462854,1.7583858,2.3700888,1.5937573,200.0,0.0,25.0,533.0767,4797.6904,1599.2302,0.0,17058.455,0.0,0.0,1066.1534,1599.2302,0.0,4797.6904,4797.6904,36249.22,2020-06-29,2020-06-29,2020,6
CPP,35.170204,-120.740685,0.5,CP200706,2020-07-06 17:38:00+00:00,18.6,100.0,14.75,14.89,14.82,2.6,2.03,2.31,0.2324502,17.378212,0.0,0.96556896,0.22851156,0.96556896,200.0,0.0,25.0,0.0,1066.1534,1066.1534,0.0,15459.225,0.0,0.0,1066.1534,1066.1534,0.0,0.0,7996.151,27719.99,2020-07-06,2020-07-06,2020,7
CPP,35.170204,-120.740685,0.5,CP200713,2020-07-13 17:16:00+00:00,16.8,100.0,8.62,8.16,8.39,2.55,2.33,2.44,0.17047675,17.375393,0.0,0.0,0.2095841,0.0,200.0,0.0,25.0,0.0,2132.307,0.0,0.0,5863.8438,3731.537,0.0,0.0,0.0,0.0,4264.614,3731.537,19723.838,2020-07-13,2020-07-13,2020,7
CPP,35.170204,-120.740685,0.5,CP200720,2020-07-20 16:24:00+00:00,16.9,100.0,13.37,12.82,13.1,2.7,2.82,2.76,0.38734287,20.663986,0.0,0.2177684,0.46556798,0.2177684,200.0,0.0,25.0,533.0767,2665.3835,5330.767,533.0767,39447.676,0.0,0.0,25587.684,6396.921,0.0,0.0,8529.228,89023.81,2020-07-20,2020-07-20,2020,7
CPP,35.170204,-120.740685,0.5,CP200727,2020-07-27 17:14:00+00:00,16.4,100.0,7.35,7.57,7.46,1.57,1.55,1.56,0.4087895,17.844433,0.0,0.0,0.24294205,0.0,200.0,0.04,25.0,0.0,0.0,0.0,0.0,4797.6904,54906.902,7463.074,533.0767,0.0,0.0,279865.28,2665.3835,350231.4,2020-07-27,2020-07-27,2020,7
CPP,35.170204,-120.740685,0.5,CP200803,2020-08-03 16:54:00+00:00,17.1,100.0,7.6,7.61,7.6,1.92,2.03,1.97,0.3131511,11.391982,0.0,0.64964205,0.0,0.64964205,200.0,0.24,25.0,533.0767,0.0,0.0,0.0,7463.074,127405.336,0.0,0.0,1066.1534,0.0,399274.47,6396.921,542139.0,2020-08-03,2020-08-03,2020,8
CPP,35.170204,-120.740685,0.5,CP200810,2020-08-10 16:24:00+00:00,15.9,100.0,12.41,12.13,12.27,3.52,3.23,3.37,0.60206693,8.158798,0.11211873,3.9300315,0.22647347,3.8179128,200.0,0.05,25.0,533.0767,2132.307,533.0767,0.0,72498.44,67167.664,0.0,0.0,5330.767,0.0,196172.23,9595.381,353962.94,2020-08-10,2020-08-10,2020,8
CPP,35.170204,-120.740685,0.5,CP200817,2020-08-17 18:04:00+00:00,19.4,100.0,17.65,20.13,18.89,2.62,2.77,2.69,0.49907017,14.130756,0.0,0.43491402,0.0,0.43491402,200.0,0.0,25.0,1066.1534,3198.4604,1599.2302,533.0767,341702.2,0.0,0.0,6929.9976,10128.458,0.0,2132.307,16525.379,383815.25,2020-08-17,2020-08-17,2020,8
CPP,35.170204,-120.740685,0.5,CP200824,2020-08-24 18:30:00+00:00,18.4,100.0,27.92,30.26,29.09,2.87,4.29,3.58,1.1339629,23.056648,0.0,2.2220309,0.8281488,2.2220309,200.0,0.0,25.0,4264.614,1599.2302,533.0767,533.0767,209499.16,0.0,0.0,533.0767,30385.373,0.0,533.0767,4797.6904,252678.38,2020-08-24,2020-08-24,2020,8
CPP,35.170204,-120.740685,0.5,CP200831,2020-08-31 17:30:00+00:00,15.4,100.0,6.99,6.66,6.83,0.71,0.66,0.69,0.32198167,13.320169,0.0,0.4860858,0.32688573,0.4860858,200.0,0.0,25.0,0.0,1599.2302,0.0,0.0,62369.977,0.0,0.0,1066.1534,5330.767,0.0,2665.3835,2665.3835,75696.9,2020-08-31,2020-08-31,2020,8
CPP,35.170204,-120.740685,0.5,CP200907,2020-09-07 17:22:00+00:00,17.8,100.0,4.92,4.46,4.69,0.67,0.57,0.62,0.44485807,15.734711,0.0,1.5626519,0.3184804,1.5626519,200.0,0.0,25.0,533.0767,0.0,533.0767,0.0,34649.99,0.0,0.0,0.0,1599.2302,0.0,1599.2302,5330.767,44245.367,2020-09-07,2020-09-07,2020,9
CPP,35.170204,-120.740685,0.5,CP200914,2020-09-14 21:38:00+00:00,15.9,100.0,13.59,15.05,14.32,0.26,0.55,0.41,0.54601187,16.60345,0.0,0.35961536,0.0,0.35961536,200.0,0.0,25.0,34116.91,533.0767,1599.2302,0.0,98086.12,0.0,0.0,3731.537,68233.82,0.0,6929.9976,6396.921,219627.61,2020-09-14,2020-09-14,2020,9
CPP,35.170204,-120.740685,0.5,CP200921,2020-09-21 21:44:00+00:00,15.8,100.0,5.24,4.82,5.03,0.48,0.5,0.49,0.5416737,20.483118,0.0,0.39723563,0.33247045,0.39723563,200.0,0.0,25.0,2132.307,0.0,533.0767,0.0,28786.143,0.0,0.0,7996.151,1599.2302,0.0,15459.225,6929.9976,63436.13,2020-09-21,2020-09-21,2020,9
CPP,35.170204,-120.740685,0.5,CP200928,2020-09-28 21:40:00+00:00,16.5,100.0,6.29,6.66,6.47,0.83,0.83,0.83,0.51511145,14.771559,0.0,0.5647048,0.45460778,0.5647048,200.0,0.0,25.0,3198.4604,0.0,10128.458,0.0,29319.22,3731.537,6396.921,19723.838,3731.537,0.0,25587.684,11727.6875,113545.34,2020-09-28,2020-09-28,2020,9
CPP,35.170204,-120.740685,0.5,CP201005,2020-10-05 21:34:00+00:00,16.1,100.0,2.94,3.29,3.12,0.62,0.61,0.61,0.856941,10.235875,0.42466056,2.5443172,1.8331388,2.1196568,200.0,0.0,25.0,2132.307,0.0,1066.1534,0.0,24521.53,0.0,2132.307,2132.307,1066.1534,0.0,11194.611,6929.9976,51175.367,2020-10-05,2020-10-05,2020,10
CPP,35.170204,-120.740685,0.5,CP201012,2020-10-12 21:45:00+00:00,17.1,100.0,9.14,8.85,9.0,1.03,0.92,0.97,0.19230987,8.720285,0.0,0.21393624,0.0,0.21393624,200.0,0.0,25.0,4797.6904,533.0767,2132.307,0.0,35716.14,0.0,6929.9976,3731.537,1599.2302,0.0,2665.3835,11727.6875,69833.055,2020-10-12,2020-10-12,2020,10
CPP,35.170204,-120.740685,0.5,CP201019,2020-10-19 21:36:00+00:00,16.9,100.0,9.63,9.42,9.52,1.05,1.33,1.19,0.2582392,7.682316,0.0,0.0,0.0,0.0,200.0,0.0,25.0,6929.9976,0.0,1066.1534,0.0,18124.61,0.0,0.0,8529.228,0.0,0.0,2132.307,43712.293,80494.586,2020-10-19,2020-10-19,2020,10
CPP,35.170204,-120.740685,0.5,CP201026,2020-10-26 21:30:00+00:00,15.7,100.0,47.41,46.07,46.74,3.16,2.35,2.75,0.31579453,8.398252,0.0,0.2460625,0.2955885,0.2460625,200.0,0.0,25.0,2132.307,533.0767,2665.3835,0.0,9062.305,0.0,0.0,207899.92,18657.686,0.0,0.0,358227.56,599178.25,2020-10-26,2020-10-26,2020,10
CPP,35.170204,-120.740685,0.5,CP201102,2020-11-02 22:28:00+00:00,15.7,100.0,7.79,8.41,8.1,1.06,0.95,1.01,0.5154023,8.954296,0.0,0.6559128,1.4455488,0.6559128,200.0,0.0,25.0,11727.6875,0.0,1599.2302,0.0,6929.9976,4264.614,1066.1534,1599.2302,6396.921,0.0,9595.381,58105.363,101284.58,2020-11-02,2020-11-02,2020,11
CPP,35.170204,-120.740685,0.5,CP201109,2020-11-09 21:36:00+00:00,12.0,100.0,0.88,0.88,0.88,0.55,0.56,0.55,1.3487498,15.627193,0.32434577,11.261658,1.3141761,10.937311,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,533.0767,5330.767,0.0,0.0,0.0,0.0,19723.838,0.0,26120.76,2020-11-09,2020-11-09,2020,11
CPP,35.170204,-120.740685,0.5,CP201116,2020-11-16 22:38:00+00:00,12.4,100.0,8.88,8.81,8.84,1.56,1.14,1.35,1.1262019,14.822886,0.38068485,9.945883,0.29681903,9.565198,200.0,0.0,25.0,533.0767,0.0,0.0,0.0,2665.3835,41046.906,3198.4604,0.0,0.0,0.0,374752.94,3198.4604,425395.22,2020-11-16,2020-11-16,2020,11
CPP,35.170204,-120.740685,0.5,CP201123,2020-11-23 21:22:00+00:00,12.8,100.0,8.39,8.76,8.58,1.01,1.23,1.12,1.6987404,14.1859255,0.4455557,21.760292,0.64236057,21.314737,200.0,0.0,25.0,2665.3835,0.0,533.0767,0.0,533.0767,22922.299,65568.44,0.0,0.0,0.0,547469.8,1599.2302,641291.3,2020-11-23,2020-11-23,2020,11
CPP,35.170204,-120.740685,0.5,CP201130,2020-11-30 18:52:00+00:00,11.7,100.0,5.54,5.66,5.6,0.97,0.9,0.93,0.77485466,6.586183,0.27692294,4.7174387,0.8372108,4.440516,200.0,0.0,25.0,0.0,0.0,0.0,0.0,1599.2302,26120.76,60237.67,533.0767,0.0,0.0,208966.08,1066.1534,298522.97,2020-11-30,2020-11-30,2020,11
CPP,35.170204,-120.740685,0.5,CP201207,2020-12-07 18:26:00+00:00,11.5,100.0,2.49,2.38,2.44,1.15,1.3,1.23,0.79011714,4.4807763,0.23171666,3.3281162,1.7404715,3.0963995,200.0,0.0,25.0,533.0767,0.0,0.0,0.0,533.0767,2665.3835,2132.307,533.0767,0.0,0.0,54373.824,3198.4604,63969.207,2020-12-07,2020-12-07,2020,12
CPP,35.170204,-120.740685,0.5,CP201214,2020-12-14 18:24:00+00:00,12.1,100.0,3.25,3.47,3.36,0.92,0.99,0.95,0.9992219,9.892883,0.27186006,7.2178626,0.9382905,6.9460025,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,3731.537,2132.307,0.0,2132.307,0.0,0.0,7996.151,1066.1534,17591.531,2020-12-14,2020-12-14,2020,12
CPP,35.170204,-120.740685,0.5,CP201221,2020-12-21 18:30:00+00:00,11.6,100.0,2.3,2.38,2.34,0.8,0.8,0.8,1.1662258,15.283921,0.40755707,11.024988,1.8740292,10.617432,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7463.074,0.0,0.0,0.0,0.0,25054.605,533.0767,33050.758,2020-12-21,2020-12-21,2020,12
CPP,35.170204,-120.740685,0.5,CP201228,2020-12-28 19:12:00+00:00,11.5,100.0,2.72,2.37,2.54,0.99,1.08,1.04,0.89538217,9.174073,0.21853042,7.60902,0.75245845,7.3904896,200.0,0.0,25.0,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,533.0767,0.0,0.0,9595.381,1066.1534,11727.6875,2020-12-28,2020-12-28,2020,12
